CC,defaultDescription,conceptID
BILAT-SIDE SHOULDER LAC,B Shoulder laceration,283367007-B
BILAT-SIDE SHOULDER LACERATION,B Shoulder laceration,283367007-B
BILAT-SIDE SHOULDER PAIN,B Shoulder pain,45326000-B
BILAT-SIDE SOLE LAC,B Sole laceration,283394006-B
BILAT-SIDE SOLE LACERATION,B Sole laceration,283394006-B
BILAT-SIDE SWOLLEN FINGER,B Finger swelling,299060006-B
BILAT-SIDE TENDER BREAST,B Tender breast,55222007-B
BILAT-SIDE TENDER BREASTS,B Tender breast,55222007-B
BILAT-SIDE TENDON LAC,B Tendon laceration,301453009-B
BILAT-SIDE TENDON LACERATION,B Tendon laceration,301453009-B
BILAT-SIDE TESTICLE PAIN,B Testicular pain,63901009-B
BILAT-SIDE TESTICULAR ABSCESS,B Testicular abscess,95593001-B
BILAT-SIDE TESTICULAR CRUSH INJ,B Testis crush injury,78198009-B
BILAT-SIDE TESTICULAR CRUSH INJURY,B Testis crush injury,78198009-B
BILAT-SIDE TESTICULAR PAIN,B Testicular pain,63901009-B
BILAT-SIDE TESTIS ABSCESS,B Testicular abscess,95593001-B
BILAT-SIDE TESTIS CRUSH INJ,B Testis crush injury,78198009-B
BILAT-SIDE TESTIS CRUSH INJURY,B Testis crush injury,78198009-B
BILAT-SIDE THIGH ABSCESS,B Thigh abscess,3507004-B
BILAT-SIDE THIGH BURN,B Thigh burn,6132001-B
BILAT-SIDE THIGH INJ,B Thigh injury,7523003-B
BILAT-SIDE THIGH INJURY,B Thigh injury,7523003-B
BILAT-SIDE THIGH LAC,B Thigh laceration,283385000-B
BILAT-SIDE THIGH LACERATION,B Thigh laceration,283385000-B
BILAT-SIDE THIGH PAIN,B Thigh pain,78514002-B
BILAT-SIDE THORACIC BACK PAIN,B Upper back pain,279038004-B
BILAT-SIDE THORACIC PAIN,B Upper back pain,279038004-B
BILAT-SIDE THUMB BURN,B Thumb burn,64090007-B
BILAT-SIDE THUMB CRUSH INJ,B Thumb crush injury,283858004-B
BILAT-SIDE THUMB CRUSH INJURY,B Thumb crush injury,283858004-B
BILAT-SIDE THUMB FX,B Thumb fx,274160002-B
BILAT-SIDE THUMB INJ,B Thumb injury,262520005-B
BILAT-SIDE THUMB INJURY,B Thumb injury,262520005-B
BILAT-SIDE THUMB LAC,B Thumb laceration,274173003-B
BILAT-SIDE THUMB LACERATION,B Thumb laceration,274173003-B
BILAT-SIDE THUMB PAIN,B Thumb pain,300955002-B
BILAT-SIDE THUMB REDNESS,B Thumb redness,e65a02c6c5ea11e4a4a5525400010026-B
BILAT-SIDE TIB/FIB FRACTURE,B Tib/Fib Fracture,414293001-B
BILAT-SIDE TIB/FIB FX,B Tib/Fib Fracture,414293001-B
BILAT-SIDE TIBIA AND FIBULA FRACTURE,B Tib/Fib Fracture,414293001-B
BILAT-SIDE TIBIA AND FIBULA FX,B Tib/Fib Fracture,414293001-B
BILAT-SIDE TIBIA FRACTURE,B Tibia fracture,31978002-B
BILAT-SIDE TIBIA FX,B Tibia fracture,31978002-B
BILAT-SIDE TOE ABSCESS,B Toe abscess,111183001-B
BILAT-SIDE TOE BURN,B Toe burn,88374002-B
BILAT-SIDE TOE CRUSH INJ,B Toe crush injury,74682007-B
BILAT-SIDE TOE CRUSH INJURY,B Toe crush injury,74682007-B
BILAT-SIDE TOE FRACTURE,B Toe fx,21351003-B
BILAT-SIDE TOE FX,B Toe fx,21351003-B
BILAT-SIDE TOE LAC,B Toe laceration,284552004-B
BILAT-SIDE TOE LACERATION,B Toe laceration,284552004-B
BILAT-SIDE TOE NAIL BED LAC,B Toe nail bed laceration,446859003-B
BILAT-SIDE TOE NAIL BED LACERATION,B Toe nail bed laceration,446859003-B
BILAT-SIDE TOE NUMB,B Toe numb,309539008-B
BILAT-SIDE TOE NUMBNESS,B Toe numb,309539008-B
BILAT-SIDE TOE PAIN,B Toe pain,285365001-B
BILAT-SIDE TOE REDNESS,B Toe redness,e98210cec5ea11e4a9a0525400010026-B
BILAT-SIDE TRAUMATIC BACK/SPINE INJ,B Back pain,161891005-B
BILAT-SIDE TRAUMATIC BACK/SPINE INJURY,B Back pain,161891005-B
BILAT-SIDE TRUNK LAC,B Trunk laceration,283375001-B
BILAT-SIDE TRUNK LACERATION,B Trunk laceration,283375001-B
BILAT-SIDE UE BURN,B Arm burn,6055000-B
BILAT-SIDE UE CELLULITIS,B Arm cellulitis,449671007-B
BILAT-SIDE UE CRUSH INJ,B Arm crush injury,9560007-B
BILAT-SIDE UE CRUSH INJURY,B Arm crush injury,9560007-B
BILAT-SIDE UE DVT,B Arm DVT,128054009-B
BILAT-SIDE UE FRACTURE,B Arm fracture,23406007-B
BILAT-SIDE UE FX,B Arm fracture,23406007-B
BILAT-SIDE UE INJ,B Arm injury,127278005-B
BILAT-SIDE UE INJURY,B Arm injury,127278005-B
BILAT-SIDE UE LAC,B Arm laceration,283366003-B
BILAT-SIDE UE LACERATION,B Arm laceration,283366003-B
BILAT-SIDE UE NUMBNESS,B Arm numbness,298753001-B
BILAT-SIDE UE PAIN,B Arm pain,102556003-B
BILAT-SIDE UE REDNESS,B Arm redness,0552bee6c5e811e48aee525400010026-B
BILAT-SIDE UE SWELLING,B Arm swelling,449618007-B
BILAT-SIDE UE WEAKNESS,B Arm weakness,6dc81860c5e611e4a6ab525400010026-B
BILAT-SIDE ULNA FX,B Ulna fx,54556006-B
BILAT-SIDE UPPER BACK PAIN,B Upper back pain,279038004-B
BILAT-SIDE UPPER EXTREMITY BURN,B Arm burn,6055000-B
BILAT-SIDE UPPER EXTREMITY INJ,B Arm injury,127278005-B
BILAT-SIDE UPPER EXTREMITY INJURY,B Arm injury,127278005-B
BILAT-SIDE UPPER EXTREMITY SWELLING,B Arm swelling,449618007-B
BILAT-SIDE UPPER LIMB ABSECSS,B Arm abscess,315597005-B
BILAT-SIDE UPPER LIMB BURN,B Arm burn,6055000-B
BILAT-SIDE WEAK,B Weakness,26544005-B
BILAT-SIDE WEAKNES,B Weakness,26544005-B
BILAT-SIDE WEAKNESS,B Weakness,26544005-B
BILAT-SIDE WRIST ABSCESS,B Wrist abscess,36281004-B
BILAT-SIDE WRIST BURN,B Wrist burn,3480002-B
BILAT-SIDE WRIST CRUSH INJ,B Wrist crush injury,47814001-B
BILAT-SIDE WRIST CRUSH INJURY,B Wrist crush injury,47814001-B
BILAT-SIDE WRIST INJ,B Wrist injury,125598003-B
BILAT-SIDE WRIST INJURY,B Wrist injury,125598003-B
BILAT-SIDE WRIST LAC,B Wrist laceration,283372003-B
BILAT-SIDE WRIST LACERATION,B Wrist laceration,283372003-B
BILAT-SIDE WRIST PAIN,B Wrist pain,56608008-B
BILAT-SIDED +DVT,B DVT,128053003-B
BILAT-SIDED ABDOMEN LAC,B Abdomen laceration,283378004-B
BILAT-SIDED ABDOMEN LACERATION,B Abdomen laceration,283378004-B
BILAT-SIDED ANKLE ABSCESS,B Ankle abscess,58196009-B
BILAT-SIDED ANKLE BURN,B Ankle burn,40993007-B
BILAT-SIDED ANKLE CRUSH INJ,B Ankle crush injury,65896005-B
BILAT-SIDED ANKLE CRUSH INJURY,B Ankle crush injury,65896005-B
BILAT-SIDED ANKLE FRACTURE,B Ankle fx,16114001-B
BILAT-SIDED ANKLE FX,B Ankle fx,16114001-B
BILAT-SIDED ANKLE INJ,B Ankle injury,125603006-B
BILAT-SIDED ANKLE INJURY,B Ankle injury,125603006-B
BILAT-SIDED ANKLE LAC,B Ankle laceration,283390002-B
BILAT-SIDED ANKLE LACERATION,B Ankle laceration,283390002-B
BILAT-SIDED ANKLE PAIN,B Ankle pain,247373008-B
BILAT-SIDED ANKLE SWELLING,B Ankle swelling,267039000-B
BILAT-SIDED ARM ABSCESS,B Arm abscess,315597005-B
BILAT-SIDED ARM BURN,B Arm burn,6055000-B
BILAT-SIDED ARM CELLULITIS,B Arm cellulitis,449671007-B
BILAT-SIDED ARM CRUSH INJ,B Arm crush injury,9560007-B
BILAT-SIDED ARM CRUSH INJURY,B Arm crush injury,9560007-B
BILAT-SIDED ARM DVT,B Arm DVT,128054009-B
BILAT-SIDED ARM FRACTURE,B Arm fracture,23406007-B
BILAT-SIDED ARM FX,B Arm fracture,23406007-B
BILAT-SIDED ARM INJ,B Arm injury,127278005-B
BILAT-SIDED ARM INJURY,B Arm injury,127278005-B
BILAT-SIDED ARM LAC,B Arm laceration,283366003-B
BILAT-SIDED ARM LACERATION,B Arm laceration,283366003-B
BILAT-SIDED ARM NUMBNESS,B Arm numbness,298753001-B
BILAT-SIDED ARM PAIN,B Arm pain,102556003-B
BILAT-SIDED ARM REDNESS,B Arm redness,0552bee6c5e811e48aee525400010026-B
BILAT-SIDED ARM SWELLING,B Arm swelling,449618007-B
BILAT-SIDED ARM WEAKNESS,B Arm weakness,6dc81860c5e611e4a6ab525400010026-B
BILAT-SIDED AXILLA ABSCESS,B Axilla abscess,13802001-B
BILAT-SIDED AXILLA BURN,B Axilla burn,84493007-B
BILAT-SIDED AXILLA LAC,B Axilla laceration,283368002-B
BILAT-SIDED AXILLA LACERATION,B Axilla laceration,283368002-B
BILAT-SIDED AXILLARY ABSCESS,B Axilla abscess,13802001-B
BILAT-SIDED BACK LAC,B Back laceration,274171001-B
BILAT-SIDED BACK LACERATION,B Back laceration,274171001-B
BILAT-SIDED BACK PAIN,B Back pain,161891005-B
BILAT-SIDED BACKPAIN,B Back pain,161891005-B
BILAT-SIDED BODY PAIN,B Body pain,279001004-B
BILAT-SIDED BREAST ABSCESS,B Breast abscess,28432003-B
BILAT-SIDED BREAST BURN,B Breast burn,80433004-B
BILAT-SIDED BREAST ERYTHEMA,B Breast erythema,290070001-B
BILAT-SIDED BREAST LAC,B Breast laceration,283376000-B
BILAT-SIDED BREAST LACERATION,B Breast laceration,283376000-B
BILAT-SIDED BREAST PAIN,B Breast pain,53430007-B
BILAT-SIDED BREAST TENDERNESS,B Tender breast,55222007-B
BILAT-SIDED BUTTOCK ABSCESS,B Gluteal abscess,64576003-B
BILAT-SIDED BUTTOCK LAC,B Buttock laceration,283383007-B
BILAT-SIDED BUTTOCK LACERATION,B Buttock laceration,283383007-B
BILAT-SIDED C/P,B Chest pain,29857009-B
BILAT-SIDED CALCANEUS FX,B Calcaneus fx,263247007-B
BILAT-SIDED CALF LAC,B Calf laceration,283389006-B
BILAT-SIDED CALF LACERATION,B Calf laceration,283389006-B
BILAT-SIDED CALF PAIN,B Calf pain,300954003-B
BILAT-SIDED CAROTID ARTERY DISSECTION,B Carotid artery dissection,230729006-B
BILAT-SIDED CAROTID DISSECTION,B Carotid artery dissection,230729006-B
BILAT-SIDED CHEEK ABSCESS,B Cheek abscess,308661000-B
BILAT-SIDED CHEEK LAC,B Cheek laceration,283362001-B
BILAT-SIDED CHEEK LACERATION,B Cheek laceration,283362001-B
BILAT-SIDED CHEEK PAIN,B Cheek pain,473008002-B
BILAT-SIDED CHEST PAIN,B Chest pain,29857009-B
BILAT-SIDED CHEST PAIN (CARDIAC FEATURES),B Chest pain,29857009-B
BILAT-SIDED CHEST PAIN (NONCARDIAC FEATURES),B Chest pain,29857009-B
BILAT-SIDED CHEST PAINS,B Chest pain,29857009-B
BILAT-SIDED CHEST PRESSURE,B Chest pain,29857009-B
BILAT-SIDED CHEST TIGHTNESS,B Chest pain,29857009-B
BILAT-SIDED CHEST WALL LAC,B Chest wall laceration,274167004-B
BILAT-SIDED CHEST WALL LACERATION,B Chest wall laceration,274167004-B
BILAT-SIDED CHIN LAC,B Chin laceration,110077007-B
BILAT-SIDED CHIN LACERATION,B Chin laceration,110077007-B
BILAT-SIDED CLAVICLE FRACTURE,B Clavicle fracture,58150001-B
BILAT-SIDED CLAVICLE FX,B Clavicle fracture,58150001-B
BILAT-SIDED CLAVICLE PAIN,B Clavicle pain,203509009-B
BILAT-SIDED CLAVICULAR PAIN,B Clavicle pain,203509009-B
BILAT-SIDED CLOSED HIP FRACTURE,B Closed hip fracture,359817006-B
BILAT-SIDED CLOSED HIP FX,B Closed hip fracture,359817006-B
BILAT-SIDED COLLAR BONE FRACTURE,B Clavicle fracture,58150001-B
BILAT-SIDED COLLAR BONE FX,B Clavicle fracture,58150001-B
BILAT-SIDED CP,B Chest pain,29857009-B
BILAT-SIDED CP - CHEST PAIN,B Chest pain,29857009-B
BILAT-SIDED DECREASED HEARING,B Hearling loss,103276001-B
BILAT-SIDED DVT,B DVT,128053003-B
BILAT-SIDED DVT - DEEP VEIN THROMBOSIS,B DVT,128053003-B
BILAT-SIDED EAR ACHE,B Ear pain,16001004-B
BILAT-SIDED EAR BURN,B Ear burn,39065001-B
BILAT-SIDED EAR CRUSH INJ,B Ear crush injury,67070005-B
BILAT-SIDED EAR CRUSH INJURY,B Ear crush injury,67070005-B
BILAT-SIDED EAR DISCHARGE,B Ear discharge,300132001-B
BILAT-SIDED EAR FOREIGN BODY,B Ear foreign body,75441006-B
BILAT-SIDED EAR INJ,B Ear injury,2999009-B
BILAT-SIDED EAR INJURY,B Ear injury,2999009-B
BILAT-SIDED EAR LAC,B Ear Laceration,283361008-B
BILAT-SIDED EAR LACERATION,B Ear Laceration,283361008-B
BILAT-SIDED EAR PAIN,B Ear pain,16001004-B
BILAT-SIDED EAR SWELLING,B Ear swelling,300874009-B
BILAT-SIDED EARACHE,B Ear pain,16001004-B
BILAT-SIDED EBLOW FX,B Elbow fracture,309464009-B
BILAT-SIDED ELBOW BURN,B Elbow burn,18084001-B
BILAT-SIDED ELBOW CRUSH INJ,B Elbow crush injury,5450005-B
BILAT-SIDED ELBOW CRUSH INJURY,B Elbow crush injury,5450005-B
BILAT-SIDED ELBOW FRACTURE,B Elbow fracture,309464009-B
BILAT-SIDED ELBOW FX,B Elbow fracture,309464009-B
BILAT-SIDED ELBOW LAC,B Elbow laceration,283370006-B
BILAT-SIDED ELBOW LACERATION,B Elbow laceration,283370006-B
BILAT-SIDED ELBOW PAIN,B Elbow pain,74323005-B
BILAT-SIDED EPISTAXIS,B Epistaxis,249366005-B
BILAT-SIDED EPISTAXSIS,B Epistaxis,249366005-B
BILAT-SIDED EYE BURN,B Eye burn,274205003-B
BILAT-SIDED EYE DISCHARGE,B Eye discharge,246679005-B
BILAT-SIDED EYE EVAL,B Eye eval,118235002-B
BILAT-SIDED EYE FINDING,B Eye eval,118235002-B
BILAT-SIDED EYE FOREIGN BODY SENSATION,B Eye foreign body sensation,3283003-B
BILAT-SIDED EYE PAIN,B Eye pain,41652007-B
BILAT-SIDED EYE REDNESS,B Eye redness,246676003-B
BILAT-SIDED EYE SWELLING,B Eye swelling,9404003-B
BILAT-SIDED EYELID ABSCESS,B Eyelid abscess,76126009-B
BILAT-SIDED EYELID LAC,B Eyelid laceration,231816006-B
BILAT-SIDED EYELID LACERATION,B Eyelid laceration,231816006-B
BILAT-SIDED FACE INJ,B Facial injury,125593007-B
BILAT-SIDED FACE INJURY,B Facial injury,125593007-B
BILAT-SIDED FACE NUMBNESS,B Facial numbness,309557009-B
BILAT-SIDED FACE PAIN,B Facial pain,95668009-B
BILAT-SIDED FACIAL DROOP,B Facial droop,95667004-B
BILAT-SIDED FACIAL INJ,B Facial injury,125593007-B
BILAT-SIDED FACIAL INJURY,B Facial injury,125593007-B
BILAT-SIDED FACIAL LAC,B Facial laceration,370247008-B
BILAT-SIDED FACIAL LACERATION,B Facial laceration,370247008-B
BILAT-SIDED FACIAL NUMBNESS,B Facial numbness,309557009-B
BILAT-SIDED FACIAL PAIN,B Facial pain,95668009-B
BILAT-SIDED FACIAL SWELLING,B Facial swelling,278528006-B
BILAT-SIDED FEET PAIN,B Foot pain,47933007-B
BILAT-SIDED FEMER FX,B Femur fracture,71620000-B
BILAT-SIDED FEMUR FRACTURE,B Femur fracture,71620000-B
BILAT-SIDED FEMUR FX,B Femur fracture,71620000-B
BILAT-SIDED FIBULA FRACTURE,B Fibula fracture,75591007-B
BILAT-SIDED FIBULA FX,B Fibula fracture,75591007-B
BILAT-SIDED FINGER ABSCESS,B Finger abscess,21092002-B
BILAT-SIDED FINGER BURN,B Finger burn,82057004-B
BILAT-SIDED FINGER CRUSH INJ,B Finger crush injury,10380004-B
BILAT-SIDED FINGER CRUSH INJURY,B Finger crush injury,10380004-B
BILAT-SIDED FINGER FRACTURE,B Finger fracture,18171007-B
BILAT-SIDED FINGER FX,B Finger fracture,18171007-B
BILAT-SIDED FINGER INJ,B Finger injury,52011008-B
BILAT-SIDED FINGER INJURY,B Finger injury,52011008-B
BILAT-SIDED FINGER LAC,B Finger laceration,274172008-B
BILAT-SIDED FINGER LACERATION,B Finger laceration,274172008-B
BILAT-SIDED FINGER NUMB,B Finger numb,309536001-B
BILAT-SIDED FINGER NUMBNESS,B Finger numb,309536001-B
BILAT-SIDED FINGER PAIN,B Finger pain,18876004-B
BILAT-SIDED FINGER REDNESS,B Finger redness,f178d592c5ea11e4b987525400010026-B
BILAT-SIDED FINGER SWELLING,B Finger swelling,299060006-B
BILAT-SIDED FINGER TENDON LAC,B Finger tendon laceration,446313009-B
BILAT-SIDED FINGER TENDON LACERATION,B Finger tendon laceration,446313009-B
BILAT-SIDED FLANK ABSCESS,B Flank abscess,65967008-B
BILAT-SIDED FLANK PAIN,B Flank pain,247355005-B
BILAT-SIDED FOOT ABSCESS,B Foot abscess,301706005-B
BILAT-SIDED FOOT BURN,B Foot burn,11980003-B
BILAT-SIDED FOOT CRUSH INJ,B Foot crush injury,43422002-B
BILAT-SIDED FOOT CRUSH INJURY,B Foot crush injury,43422002-B
BILAT-SIDED FOOT EDEMA,B Pedal edema,102576009-B
BILAT-SIDED FOOT FRACTURE,B Foot fracture,15574005-B
BILAT-SIDED FOOT FX,B Foot fracture,15574005-B
BILAT-SIDED FOOT INJ,B Foot injury,125604000-B
BILAT-SIDED FOOT INJURY,B Foot injury,125604000-B
BILAT-SIDED FOOT LAC,B Foot laceration,284551006-B
BILAT-SIDED FOOT LACERATION,B Foot laceration,284551006-B
BILAT-SIDED FOOT NUMBNESS,B Foot numbness,309538000-B
BILAT-SIDED FOOT PAIN,B Foot pain,47933007-B
BILAT-SIDED FOOT PARESTHESIA,B Foot paresthesia,309087008-B
BILAT-SIDED FOOT REDNESS,B Foot redness,d6f96bc0c73711e4b8b2525400010026-B
BILAT-SIDED FOOT SWELLING,B Foot swelling,297142003-B
BILAT-SIDED FOOT ULCER,B Foot ulcer,95345008-B
BILAT-SIDED FOREARM ABSCESS,B Forearm abscess,58964002-B
BILAT-SIDED FOREARM BURN,B Forearm burn,80827001-B
BILAT-SIDED FOREARM CRUSH INJ,B Forearm crush injury,111693009-B
BILAT-SIDED FOREARM CRUSH INJURY,B Forearm crush injury,111693009-B
BILAT-SIDED FOREARM FRACTURE,B Forearm fracture,65966004-B
BILAT-SIDED FOREARM FX,B Forearm fracture,65966004-B
BILAT-SIDED FOREARM INJ,B Forearm injury,125597008-B
BILAT-SIDED FOREARM INJURY,B Forearm injury,125597008-B
BILAT-SIDED FOREARM LAC,B Forearm laceration,283371005-B
BILAT-SIDED FOREARM LACERATION,B Forearm laceration,283371005-B
BILAT-SIDED FOREARM PAIN,B Forearm pain,444899003-B
BILAT-SIDED FOREHEAD LAC,B Forehead laceration,283359004-B
BILAT-SIDED FOREHEAD LACERATION,B Forehead laceration,283359004-B
BILAT-SIDED FRACTURE OF SCAPULA,B Fracture of scapula,9682006-B
BILAT-SIDED FX OF SCAPULA,B Fracture of scapula,9682006-B
BILAT-SIDED GENERAL WEAKNESS,B Weakness,26544005-B
BILAT-SIDED GENERALIZED WEAKNESS,B Weakness,26544005-B
BILAT-SIDED GINGIVAE LAC,B Gum laceration,286622004-B
BILAT-SIDED GINGIVAE LACERATION,B Gum laceration,286622004-B
BILAT-SIDED GLUTEAL ABSCESS,B Gluteal abscess,64576003-B
BILAT-SIDED GROIN ABSCESS,B Groin abscess,79216009-B
BILAT-SIDED GROIN LAC,B Groin laceration,283382002-B
BILAT-SIDED GROIN LACERATION,B Groin laceration,283382002-B
BILAT-SIDED GROIN PAIN,B Inguinal pain,102570003-B
BILAT-SIDED GUM LAC,B Gum laceration,286622004-B
BILAT-SIDED GUM LACERATION,B Gum laceration,286622004-B
BILAT-SIDED H/A,B Headache,25064002-B
BILAT-SIDED HA,B Headache,25064002-B
BILAT-SIDED HA - HEADACHE,B Headache,25064002-B
BILAT-SIDED HAND ABSCESS ,B Hand abscess ,3633001-B
BILAT-SIDED HAND BURN,B Hand burn,14893008-B
BILAT-SIDED HAND CRUSH INJ,B Hand crush injury,50793006-B
BILAT-SIDED HAND CRUSH INJURY,B Hand crush injury,50793006-B
BILAT-SIDED HAND FRACTURE,B Hand fracture,20511007-B
BILAT-SIDED HAND FX,B Hand fracture,20511007-B
BILAT-SIDED HAND INJ,B Hand injury,125599006-B
BILAT-SIDED HAND INJURY,B Hand injury,125599006-B
BILAT-SIDED HAND LAC,B Hand laceration,284549007-B
BILAT-SIDED HAND LACERATION,B Hand laceration,284549007-B
BILAT-SIDED HAND LACS,B Hand laceration,284549007-B
BILAT-SIDED HAND NUMBNESS,B Hand numbness,309521004-B
BILAT-SIDED HAND PAIN,B Hand pain,53057004-B
BILAT-SIDED HAND REDNESS,B Hand redness,098fe948c5e811e4899b525400010026-B
BILAT-SIDED HAND SWELLING,B Hand swelling,299037003-B
BILAT-SIDED HAND TENDON INJ,B Hand tendon injury,262971000-B
BILAT-SIDED HAND TENDON INJURY,B Hand tendon injury,262971000-B
BILAT-SIDED HAND WEAKNESS,B Hand weakness,298283006-B
BILAT-SIDED HANDPAIN,B Hand pain,53057004-B
BILAT-SIDED HEAD ACHE,B Headache,25064002-B
BILAT-SIDED HEAD PAIN,B Headache,25064002-B
BILAT-SIDED HEADACHE,B Headache,25064002-B
BILAT-SIDED HEADACHES,B Headache,25064002-B
BILAT-SIDED HEARLING LOSS,B Hearling loss,103276001-B
BILAT-SIDED HEEL ABSCESS,B Heel abscess,91541006-B
BILAT-SIDED HEEL FX,B Calcaneus fx,263247007-B
BILAT-SIDED HEEL LAC,B Heel laceration,283395007-B
BILAT-SIDED HEEL LACERATION,B Heel laceration,283395007-B
BILAT-SIDED HEEL PAIN,B Heel pain,2733002-B
BILAT-SIDED HEEL ULCER,B Heel ulcer,301022003-B
BILAT-SIDED HIP ABSCESS,B Hip abscess,736004-B
BILAT-SIDED HIP BURN,B Hip burn,284226006-B
BILAT-SIDED HIP CRUSH INJ,B Hip crush injury,11730002-B
BILAT-SIDED HIP CRUSH INJURY,B Hip crush injury,11730002-B
BILAT-SIDED HIP FRACTURE,B Hip fracture,263225007-B
BILAT-SIDED HIP FX,B Hip fracture,263225007-B
BILAT-SIDED HIP INJ,B Hip injury,125600009-B
BILAT-SIDED HIP INJURY,B Hip injury,125600009-B
BILAT-SIDED HIP LAC,B Hip laceration,283384001-B
BILAT-SIDED HIP LACERATION,B Hip laceration,283384001-B
BILAT-SIDED HIP PAIN,B Hip pain,49218002-B
BILAT-SIDED HUMERUS FRACTURE,B Humerus fracture,66308002-B
BILAT-SIDED HUMERUS FX,B Humerus fracture,66308002-B
BILAT-SIDED INGUINAL PAIN,B Inguinal pain,102570003-B
BILAT-SIDED JAW PAIN,B Jaw pain,274667000-B
BILAT-SIDED KNEE BURN,B Knee burn,19684007-B
BILAT-SIDED KNEE CRUSH INJ,B Knee crush injury,38128008-B
BILAT-SIDED KNEE CRUSH INJURY,B Knee crush injury,38128008-B
BILAT-SIDED KNEE INJ,B Knee injury,125601008-B
BILAT-SIDED KNEE INJURY,B Knee injury,125601008-B
BILAT-SIDED KNEE LAC,B Knee laceration,283386004-B
BILAT-SIDED KNEE LACERATION,B Knee laceration,283386004-B
BILAT-SIDED KNEE PAIN,B Knee pain,30989003-B
BILAT-SIDED KNEE SWELLING,B Knee swelling,248491001-B
BILAT-SIDED LABIAL TEAR,B Labial tear,249221003-B
BILAT-SIDED LBP,B Lower back pain,279039007-B
BILAT-SIDED LBP - LOW BACK PAIN,B Lower back pain,279039007-B
BILAT-SIDED LE CELLULITIS,B Leg cellulitis,449710006-B
BILAT-SIDED LE DVT,B Leg DVT,404223003-B
BILAT-SIDED LE EDEMA,B Leg swelling,449614009-B
BILAT-SIDED LE INJ,B Leg injury,127279002-B
BILAT-SIDED LE INJURY,B Leg injury,127279002-B
BILAT-SIDED LE LAC,B Leg laceration,283357002-B
BILAT-SIDED LE LACERATION,B Leg laceration,283357002-B
BILAT-SIDED LE NUMBNESS,B Leg numbness,309537005-B
BILAT-SIDED LE PAIN,B Leg pain,10601006-B
BILAT-SIDED LE PARESTHESIA,B Lower extremity paresthesia,429783005-B
BILAT-SIDED LE REDNESS,B Leg redness,02192a6cc5e811e4a5e0525400010026-B
BILAT-SIDED LE SWELLING,B Leg swelling,449614009-B
BILAT-SIDED LE WEAKNESS,B Leg weakness,102568007-B
BILAT-SIDED LEG ABSCESS,B Leg abscess,315596001-B
BILAT-SIDED LEG BURN,B Leg burn,84677008-B
BILAT-SIDED LEG CELLULITIS,B Leg cellulitis,449710006-B
BILAT-SIDED LEG CRUSH INJ,B Leg crush injury,39595001-B
BILAT-SIDED LEG CRUSH INJURY,B Leg crush injury,39595001-B
BILAT-SIDED LEG DVT,B Leg DVT,404223003-B
BILAT-SIDED LEG INJ,B Leg injury,127279002-B
BILAT-SIDED LEG INJURY,B Leg injury,127279002-B
BILAT-SIDED LEG LAC,B Leg laceration,283357002-B
BILAT-SIDED LEG LACERATION,B Leg laceration,283357002-B
BILAT-SIDED LEG NUMBNESS,B Leg numbness,309537005-B
BILAT-SIDED LEG PAIN,B Leg pain,10601006-B
BILAT-SIDED LEG PARESTHESIA,B Lower extremity paresthesia,429783005-B
BILAT-SIDED LEG REDNESS,B Leg redness,02192a6cc5e811e4a5e0525400010026-B
BILAT-SIDED LEG SWELLING,B Leg swelling,449614009-B
BILAT-SIDED LEG WEAKNESS,B Leg weakness,102568007-B
BILAT-SIDED LIP LAC,B Lip laceration,283363006-B
BILAT-SIDED LIP LACERATION,B Lip laceration,283363006-B
BILAT-SIDED LIP SWELLING,B Lip swelling,163140002-B
BILAT-SIDED LOW BACK PAIN,B Lower back pain,279039007-B
BILAT-SIDED LOWER BACK PAIN,B Lower back pain,279039007-B
BILAT-SIDED LOWER EXTREMITY EDEMA,B Leg swelling,449614009-B
BILAT-SIDED LOWER EXTREMITY INJ,B Leg injury,127279002-B
BILAT-SIDED LOWER EXTREMITY INJURY,B Leg injury,127279002-B
BILAT-SIDED LOWER EXTREMITY NUMBNESS,B Leg numbness,309537005-B
BILAT-SIDED LOWER EXTREMITY PAIN,B Leg pain,10601006-B
BILAT-SIDED LOWER EXTREMITY PARESTHESIA,B Lower extremity paresthesia,429783005-B
BILAT-SIDED LOWER EXTREMITY SWELLING,B Leg swelling,449614009-B
BILAT-SIDED LOWER EXTREMITY WEAKNESS,B Leg weakness,102568007-B
BILAT-SIDED LOWER LEG BURN,B Lower leg burn,37696000-B
BILAT-SIDED LOWER LEG CRUSH INJ,B Lower leg crush injury,40874009-B
BILAT-SIDED LOWER LEG CRUSH INJURY,B Lower leg crush injury,40874009-B
BILAT-SIDED LOWER LEG INJ,B Lower leg injury,125602001-B
BILAT-SIDED LOWER LEG INJURY,B Lower leg injury,125602001-B
BILAT-SIDED LOWER LEG LAC,B Lower leg laceration,283387008-B
BILAT-SIDED LOWER LEG LACERATION,B Lower leg laceration,283387008-B
BILAT-SIDED LOWER LIMB ABSCESS,B Leg abscess,315596001-B
BILAT-SIDED LOWER LIMB BURN,B Leg burn,84677008-B
BILAT-SIDED MASTITIS,B Mastitis,45198002-B
BILAT-SIDED MAXILLARY FRACTURE,B Maxillary fracture,263156006-B
BILAT-SIDED MAXILLARY FX,B Maxillary fracture,263156006-B
BILAT-SIDED MIGRAINE,B Headache,25064002-B
